dataset,prob,run,word,Group,label,block,loss,type,acc,acc_log
ESEN,60-40,0,sutno,SP-EN,ES-,2,2.9926598072052,reco,0.050153858959674835,-2.9926598072052
ESEN,60-40,0,bulmo,SP-EN,ES-,2,3.031096935272217,reco,0.04826267063617706,-3.031096935272217
ESEN,60-40,0,nulpa,SP-EN,ES-,2,3.685926675796509,reco,0.025073930621147156,-3.685926675796509
ESEN,60-40,0,sasta,SP-EN,ES+,3,3.2140722274780273,reco,0.040192604064941406,-3.2140722274780273
ESEN,60-40,0,ripso,SP-EN,ES-,3,3.553013563156128,reco,0.0286382045596838,-3.553013563156128
ESEN,60-40,0,mupto,SP-EN,ES-,3,2.831045150756836,reco,0.05895121395587921,-2.831045150756836
ESEN,60-40,0,fimbe,SP-EN,ES-,3,2.997157573699951,reco,0.04992878437042236,-2.997157573699951
ESEN,60-40,0,larta,SP-EN,ES+,3,3.0723369121551514,reco,0.04631279781460762,-3.0723369121551514
ESEN,60-40,0,rimpo,SP-EN,ES-,3,2.952345609664917,reco,0.05221708118915558,-2.952345609664917
ESEN,60-40,0,dagmo,SP-EN,ES-,3,2.873270034790039,reco,0.05651382729411125,-2.873270034790039
ESEN,60-40,0,lenda,SP-EN,ES+,3,2.796119213104248,reco,0.06104651838541031,-2.796119213104248
ESEN,60-40,0,mimbo,SP-EN,ES-,3,2.963064193725586,reco,0.05166037380695343,-2.963064193725586
ESEN,60-40,0,bipto,SP-EN,ES-,3,2.87538480758667,reco,0.056394435465335846,-2.87538480758667
ESEN,60-40,0,bulmo,SP-EN,ES-,3,2.786510467529297,reco,0.06163591891527176,-2.786510467529297
ESEN,60-40,0,terta,SP-EN,ES+,3,3.176579475402832,reco,0.041728146374225616,-3.176579475402832
ESEN,60-40,0,dumle,SP-EN,ES-,3,2.945486545562744,reco,0.05257647857069969,-2.945486545562744
ESEN,60-40,0,polta,SP-EN,ES+,3,3.2798287868499756,reco,0.037634700536727905,-3.2798287868499756
ESEN,60-40,0,relta,SP-EN,ES+,3,2.914271831512451,reco,0.05424351617693901,-2.914271831512451
ESEN,60-40,0,donte,SP-EN,ES+,3,3.184218645095825,reco,0.04141058772802353,-3.184218645095825
ESEN,60-40,0,sonto,SP-EN,ES+,3,3.4199295043945312,reco,0.03271474316716194,-3.4199295043945312
ESEN,60-40,0,lesta,SP-EN,ES+,3,3.357053518295288,reco,0.034837756305933,-3.357053518295288
ESEN,60-40,0,bompu,SP-EN,ES-,3,2.9481003284454346,reco,0.05243922397494316,-2.9481003284454346
ESEN,60-40,0,rirbo,SP-EN,ES-,3,3.428788185119629,reco,0.03242621198296547,-3.428788185119629
ESEN,60-40,0,pusta,SP-EN,ES+,3,2.739617109298706,reco,0.06459507346153259,-2.739617109298706
ESEN,60-40,0,rulgo,SP-EN,ES-,3,2.9962868690490723,reco,0.049972277134656906,-2.9962868690490723
ESEN,60-40,0,nulpa,SP-EN,ES-,3,3.3737974166870117,reco,0.03425929695367813,-3.3737974166870117
ESEN,60-40,0,sumne,SP-EN,ES-,3,3.0955913066864014,reco,0.04524825140833855,-3.0955913066864014
ESEN,60-40,0,mulmo,SP-EN,ES-,3,3.214275360107422,reco,0.040184445679187775,-3.214275360107422
ESEN,60-40,0,fosta,SP-EN,ES+,3,2.719154119491577,reco,0.06593050062656403,-2.719154119491577
ESEN,60-40,0,malga,SP-EN,ES+,3,3.541895866394043,reco,0.02895837463438511,-3.541895866394043
ESEN,60-40,0,gulbe,SP-EN,ES-,3,3.313181161880493,reco,0.036400191485881805,-3.313181161880493
ESEN,60-40,0,tista,SP-EN,ES+,3,2.783417224884033,reco,0.06182686612010002,-2.783417224884033
ESEN,60-40,0,respa,SP-EN,ES+,3,2.9475443363189697,reco,0.05246839299798012,-2.9475443363189697
ESEN,60-40,0,sutno,SP-EN,ES-,3,2.6700360774993896,reco,0.0692497193813324,-2.6700360774993896
ESEN,60-40,0,dutno,SP-EN,ES-,3,3.0676822662353516,reco,0.04652887210249901,-3.0676822662353516
ESEN,60-40,0,susbe,SP-EN,ES-,3,2.654914617538452,reco,0.07030484825372696,-2.654914617538452
ESEN,60-40,0,londa,SP-EN,ES+,3,3.0601141452789307,reco,0.04688234627246857,-3.0601141452789307
ESEN,60-40,0,denra,SP-EN,ES+,3,2.7248036861419678,reco,0.06555906683206558,-2.7248036861419678
ESEN,60-40,0,gurfo,SP-EN,ES-,3,2.8801727294921875,reco,0.05612507462501526,-2.8801724910736084
ESEN,60-40,0,gunfo,SP-EN,ES-,3,3.2134971618652344,reco,0.04021572321653366,-3.2134971618652344
ESEN,60-40,0,tunta,SP-EN,ES+,3,2.983396291732788,reco,0.05062061548233032,-2.983396291732788
ESEN,60-40,0,rerta,SP-EN,ES+,3,3.0849170684814453,reco,0.045733824372291565,-3.0849170684814453
ESEN,60-40,0,rutno,SP-EN,ES-,3,3.1165919303894043,reco,0.04430792108178139,-3.1165919303894043
ESEN,60-40,0,sulbe,SP-EN,ES-,3,3.1394495964050293,reco,0.0433066263794899,-3.1394495964050293
ESEN,60-40,0,derdo,SP-EN,ES+,3,3.395528793334961,reco,0.033522821962833405,-3.395528793334961
ESEN,60-40,0,perto,SP-EN,ES+,3,2.8782799243927,reco,0.05623140186071396,-2.8782799243927
ESEN,60-40,0,ranta,SP-EN,ES+,3,3.162005662918091,reco,0.04234073683619499,-3.162005662918091
ESEN,60-40,0,tadmi,SP-EN,ES-,3,3.231696367263794,reco,0.03949045017361641,-3.231696367263794
ESEN,60-40,0,talta,SP-EN,ES+,3,3.735044479370117,reco,0.023872116580605507,-3.735044240951538
ESEN,60-40,0,ronta,SP-EN,ES+,3,3.510331392288208,reco,0.029887009412050247,-3.510331392288208
ESEN,60-40,0,penra,SP-EN,ES+,3,3.2706243991851807,reco,0.03798270598053932,-3.2706243991851807
ESEN,60-40,0,lenda,SP-EN,ES+,4,2.530557155609131,reco,0.07961466163396835,-2.5305569171905518
ESEN,60-40,0,larta,SP-EN,ES+,4,2.8304905891418457,reco,0.05898390710353851,-2.8304905891418457
ESEN,60-40,0,londa,SP-EN,ES+,4,2.8049235343933105,reco,0.060511406511068344,-2.8049232959747314
ESEN,60-40,0,malga,SP-EN,ES+,4,3.254207134246826,reco,0.03861142322421074,-3.254207134246826
ESEN,60-40,0,donte,SP-EN,ES+,4,2.8787295818328857,reco,0.056206122040748596,-2.8787295818328857
ESEN,60-40,0,denra,SP-EN,ES+,4,2.4234018325805664,reco,0.08861963450908661,-2.4234018325805664
ESEN,60-40,0,dutno,SP-EN,ES-,4,2.7513346672058105,reco,0.06384259462356567,-2.7513346672058105
ESEN,60-40,0,nulpa,SP-EN,ES-,4,3.0558626651763916,reco,0.0470820814371109,-3.0558629035949707
ESEN,60-40,0,sasta,SP-EN,ES+,4,2.900831699371338,reco,0.054977480322122574,-2.900831699371338
ESEN,60-40,0,ronta,SP-EN,ES+,4,3.299272298812866,reco,0.03691001236438751,-3.2992725372314453
ESEN,60-40,0,ranta,SP-EN,ES+,4,2.9408607482910156,reco,0.05282023921608925,-2.9408607482910156
ESEN,60-40,0,rerta,SP-EN,ES+,4,2.833068370819092,reco,0.05883205682039261,-2.833068370819092
ESEN,60-40,0,pusta,SP-EN,ES+,4,2.4593141078948975,reco,0.08549357950687408,-2.4593141078948975
ESEN,60-40,0,lesta,SP-EN,ES+,4,3.031268358230591,reco,0.04825439304113388,-3.031268358230591
ESEN,60-40,0,penra,SP-EN,ES+,4,2.9767422676086426,reco,0.05095857381820679,-2.9767422676086426
ESEN,60-40,0,susbe,SP-EN,ES-,4,2.379439353942871,reco,0.09260246902704239,-2.37943959236145
ESEN,60-40,0,talta,SP-EN,ES+,4,3.4423623085021973,reco,0.03198903053998947,-3.4423623085021973
ESEN,60-40,0,gunfo,SP-EN,ES-,4,2.8767011165618896,reco,0.05632025748491287,-2.8767008781433105
ESEN,60-40,0,terta,SP-EN,ES+,4,2.871746301651001,reco,0.05660000443458557,-2.871746301651001
ESEN,60-40,0,sonto,SP-EN,ES+,4,3.131009817123413,reco,0.04367367550730705,-3.131009817123413
ESEN,60-40,0,tista,SP-EN,ES+,4,2.552311897277832,reco,0.07790134847164154,-2.552311897277832
ESEN,60-40,0,tadmi,SP-EN,ES-,4,2.8702549934387207,reco,0.056684479117393494,-2.8702547550201416
ESEN,60-40,0,sulbe,SP-EN,ES-,4,2.8263602256774902,reco,0.05922803655266762,-2.8263602256774902
ESEN,60-40,0,bipto,SP-EN,ES-,4,2.6108531951904297,reco,0.07347182184457779,-2.610853433609009
ESEN,60-40,0,mimbo,SP-EN,ES-,4,2.5809473991394043,reco,0.0757022425532341,-2.5809473991394043
ESEN,60-40,0,sumne,SP-EN,ES-,4,2.812196731567383,reco,0.0600728802382946,-2.812196731567383
ESEN,60-40,0,tunta,SP-EN,ES+,4,2.6824965476989746,reco,0.06839220225811005,-2.6824965476989746
ESEN,60-40,0,rulgo,SP-EN,ES-,4,2.7526094913482666,reco,0.06376126408576965,-2.7526094913482666
ESEN,60-40,0,sutno,SP-EN,ES-,4,2.4467086791992188,reco,0.08657807856798172,-2.4467086791992188
ESEN,60-40,0,relta,SP-EN,ES+,4,2.7579855918884277,reco,0.0634193867444992,-2.7579855918884277
ESEN,60-40,0,fimbe,SP-EN,ES-,4,2.6925625801086426,reco,0.06770721822977066,-2.6925625801086426
ESEN,60-40,0,bulmo,SP-EN,ES-,4,2.5178096294403076,reco,0.08063603192567825,-2.5178096294403076
ESEN,60-40,0,rirbo,SP-EN,ES-,4,3.197755813598633,reco,0.04085379093885422,-3.1977555751800537
ESEN,60-40,0,gurfo,SP-EN,ES-,4,2.647027015686035,reco,0.0708615779876709,-2.647027015686035
ESEN,60-40,0,respa,SP-EN,ES+,4,2.6652748584747314,reco,0.06958023458719254,-2.6652746200561523
ESEN,60-40,0,ripso,SP-EN,ES-,4,3.277209520339966,reco,0.037733402103185654,-3.277209520339966
ESEN,60-40,0,rutno,SP-EN,ES-,4,2.872910261154175,reco,0.056534163653850555,-2.872910261154175
ESEN,60-40,0,gulbe,SP-EN,ES-,4,2.9722394943237305,reco,0.051188547164201736,-2.9722394943237305
ESEN,60-40,0,bompu,SP-EN,ES-,4,2.6697025299072266,reco,0.06927283108234406,-2.6697025299072266
ESEN,60-40,0,derdo,SP-EN,ES+,4,3.013747215270996,reco,0.049107324331998825,-3.013746976852417
ESEN,60-40,0,polta,SP-EN,ES+,4,3.0520644187927246,reco,0.04726124927401543,-3.0520646572113037
ESEN,60-40,0,perto,SP-EN,ES+,4,2.5661330223083496,reco,0.07683207094669342,-2.5661330223083496
ESEN,60-40,0,rimpo,SP-EN,ES-,4,2.882176160812378,reco,0.05601274222135544,-2.882176160812378
ESEN,60-40,0,mupto,SP-EN,ES-,4,2.6745004653930664,reco,0.06894126534461975,-2.6745004653930664
ESEN,60-40,0,mulmo,SP-EN,ES-,4,2.847921371459961,reco,0.05796468257904053,-2.847921371459961
ESEN,60-40,0,dumle,SP-EN,ES-,4,2.649703025817871,reco,0.07067219167947769,-2.649703025817871
ESEN,60-40,0,fosta,SP-EN,ES+,4,2.5843937397003174,reco,0.07544179260730743,-2.5843939781188965
ESEN,60-40,0,dagmo,SP-EN,ES-,4,2.6540334224700928,reco,0.07036681473255157,-2.6540334224700928
ESEN,60-40,0,dagmo,SP-EN,ES-,5,2.6221182346343994,reco,0.07264881581068039,-2.6221182346343994
ESEN,60-40,0,mulmo,SP-EN,ES-,5,2.692826747894287,reco,0.06768932193517685,-2.692826747894287
ESEN,60-40,0,sumne,SP-EN,ES-,5,2.5176596641540527,reco,0.08064813166856766,-2.5176596641540527
ESEN,60-40,0,gunfo,SP-EN,ES-,5,2.5804269313812256,reco,0.07574166357517242,-2.5804269313812256
