spelling,count,percent,prevalence,len
abezcionismo,108,94.44444444444441,1.55477359459685,12.0
abezcionista,119,92.43697478991601,1.40591994115374,12.0
abfunción,91,84.6153846153846,1.00558470455566,9.0
abfunta,120,95.0,1.60270409055176,7.0
abfuntar,114,95.61403508771929,1.66035973500476,8.0
abfunto,101,97.029702970297,1.8196528938490701,7.0
abfurar,114,92.10526315789471,1.38413935169447,7.0
abfutor,90,96.6666666666667,1.77438191034496,7.0
abgará,125,93.6,1.4881171553235701,6.0
abgetivo,118,95.7627118644068,1.6751831370084,8.0
abiárdada,95,90.5263157894737,1.28847993993352,9.0
abicidad,105,89.5238095238095,1.23339461951924,8.0
abicidal,130,90.0,1.2590839804270701,8.0
abicitar,117,88.034188034188,1.15785533606044,8.0
abicivar,107,89.7196261682243,1.24385916156799,8.0
abicizar,155,90.96774193548391,1.31402227088733,8.0
abier,105,95.23809523809521,1.62442228428857,5.0
abiérdada,121,92.56198347107441,1.41430378105104,9.0
abiérzale,104,97.1153846153846,1.8309005742985702,9.0
abiétinta,99,96.969696969697,1.8119106729526002,9.0
abifíntado,188,89.89361702127658,1.25327296709819,10.0
abiltable,116,92.2413793103448,1.3929970271741101,9.0
abiltador,114,89.4736842105263,1.23073751396977,9.0
abiltante,111,90.990990990991,1.3153914474707,9.0
abiltiva,101,90.09900990099008,1.2645307136758002,8.0
abiltivo,105,89.5238095238095,1.23339461951924,8.0
abimpo,103,96.11650485436891,1.7120188002469199,6.0
abiñar,129,75.1937984496124,0.672661304400505,6.0
abintar,92,89.1304347826087,1.21277098569438,7.0
abio,108,87.037037037037,1.11077161663679,4.0
abiodita,110,92.7272727272727,1.42554403708045,8.0
abiolera,114,92.98245614035092,1.4432595553368401,8.0
abiotage,107,96.2616822429907,1.7278300868184702,8.0
abipar,139,86.33093525179859,1.07886596757824,6.0
abípidos,110,77.2727272727273,0.738846849185214,8.0
abiptiva,121,92.56198347107441,1.41430378105104,8.0
abiptivo,101,87.12871287128709,1.11499751842153,8.0
abirte,113,97.34513274336278,1.8622605612707201,6.0
abisdoscente,109,90.8256880733945,1.3057094704656,12.0
abisisia,109,94.49541284403671,1.55902346837522,8.0
abistado,132,59.8484848484849,0.24688141485437803,8.0
abístico,111,81.981981981982,0.9025650988028309,8.0
abitalanto,107,92.52336448598129,1.4117031577949801,10.0
abitmorrado,134,94.0298507462687,1.52120279126255,11.0
abla,155,90.32258064516131,1.2769698176788702,4.0
ablálico,127,86.6141732283465,1.09153083811986,8.0
ablar,134,86.5671641791045,1.08941674773288,5.0
ablás,111,93.69369369369369,1.4951899913388798,5.0
ablático,109,83.4862385321101,0.960164407431029,8.0
áblaxo,107,96.2616822429907,1.7278300868184702,6.0
ablaz,114,96.4912280701754,1.75374807337942,5.0
ablial,96,88.5416666666667,1.18283385577172,6.0
abliat,105,96.1904761904762,1.72002129141597,6.0
ablihyner,132,98.4848484848485,2.05374891063182,9.0
ablil,120,96.6666666666667,1.77438191034496,5.0
ablio,122,92.62295081967208,1.4184289318557302,5.0
abliot,107,99.0654205607477,2.19026983862327,6.0
abliwaner,93,96.77419354838709,1.7874117263126499,9.0
ablopov,93,100.0,2.5758293035489,7.0
ablorkifria,112,99.1071428571429,2.20181227805956,11.0
ablorrar,135,97.037037037037,1.82060668010226,8.0
abloxiar,110,92.7272727272727,1.42554403708045,8.0
abmenda,111,91.8918918918919,1.37046901724052,7.0
abmerado,143,92.30769230769229,1.39735217810078,8.0
abmosgórico,109,93.57798165137609,1.4864657742396599,11.0
abnerbio,105,91.42857142857142,1.34163526599234,8.0
abnertir,102,93.13725490196079,1.4542307118363402,8.0
abo,108,95.37037037037041,1.6368267885519,3.0
abobuir,129,99.22480620155041,2.23604479240977,7.0
aboincito,122,99.1803278688525,2.2227967522097405,9.0
abolecir,117,73.5042735042735,0.620976045152586,8.0
abollecnado,119,96.6386554621849,1.77103656268928,11.0
abolvo,116,89.65517241379308,1.24039971545695,6.0
abonnoar,107,95.32710280373828,1.6327415513006598,8.0
abonquero,147,89.7959183673469,1.24797335157053,9.0
abonrá,123,95.1219512195122,1.61373293973245,6.0
abonroar,105,95.23809523809521,1.62442228428857,8.0
aborelbado,102,95.0980392156863,1.6115549364849902,10.0
aborzada,112,81.25,0.875595449658795,8.0
abostecir,105,86.6666666666667,1.09389735260344,9.0
abostino,112,89.2857142857143,1.22084989817065,8.0
aboto,99,87.8787878787879,1.1503493803760099,5.0
abour,101,93.06930693069309,1.4493935003719198,5.0
abpato,113,98.2300884955752,2.00424102603107,6.0
abrahos,129,93.79844961240309,1.5031875090011697,7.0
abrandar,119,77.31092436974791,0.740092783078314,8.0
abrechadora,92,60.8695652173913,0.27309185359564103,11.0
abrefadora,119,89.07563025210091,1.2099384258802799,10.0
abrefirrada,104,90.3846153846154,1.2804565532669199,11.0
abrefitatizo,104,96.1538461538462,1.7160447833609,12.0
abrefuñado,115,91.304347826087,1.33409137227955,10.0
abregaméría,107,97.196261682243,1.84173433902285,11.0
abrejieción,129,96.8992248062015,1.8029545755994698,11.0
abrejiedo,128,90.625,1.29411702993669,9.0
abrejiedor,104,95.19230769230771,1.62018609394995,10.0
abrencataria,91,92.30769230769229,1.39735217810078,12.0
abrencatario,104,82.69230769230771,0.9293797707235071,12.0
abrencatibio,132,98.4848484848485,2.05374891063182,12.0
abrerinado,102,86.27450980392159,1.07636353071275,10.0
abridatadora,96,91.6666666666667,1.35631174533525,12.0
abríl,69,26.0869565217391,-0.633324527811545,5.0
abrinadiro,143,95.10489510489509,1.61217861718519,10.0
abrisfar,118,95.7627118644068,1.6751831370084,8.0
abrochanarse,113,76.9911504424779,0.729697317400274,12.0
abrodifáaco,107,95.32710280373828,1.6327415513006598,11.0
abrofatado,140,90.7142857142857,1.29925292806077,10.0
abrofatador,111,93.69369369369369,1.4951899913388798,11.0
abrofentirse,103,94.1747572815534,1.53274050101511,12.0
abrofolada,105,91.42857142857142,1.34163526599234,10.0
abrol,90,88.88888888888891,1.2003588580308602,5.0
abrolladora,105,69.5238095238095,0.505185474622439,11.0
abrololanado,132,91.6666666666667,1.35631174533525,12.0
abror,124,89.51612903225809,1.23298691749627,5.0
abrur,90,97.7777777777778,1.92683657326391,5.0
abrurrar,118,90.6779661016949,1.2971596201683602,8.0
abrurrón,113,88.4955752212389,1.1805347180059,8.0
absarina,109,92.66055045871559,1.42098506638278,8.0
absarino,108,90.7407407407407,1.30078127443893,8.0
abscreemerio,117,99.14529914529909,2.21263127631407,12.0
absonición,105,87.61904761904758,1.13794641771377,10.0
absosia,121,90.9090909090909,1.3105791121681298,7.0
abstiniscio,113,72.56637168141592,0.5929929943540749,11.0
abstiniste,124,77.41935483870971,0.7436359067392829,10.0
abstraltigo,118,92.3728813559322,1.40165950305978,11.0
absusfizador,135,95.55555555555559,1.6546279023510801,12.0
abtibador,116,89.65517241379308,1.24039971545695,9.0
abtibidad,98,94.89795918367349,1.5936234089995802,9.0
abtibidal,110,92.7272727272727,1.42554403708045,9.0
abtibislo,104,93.2692307692308,1.46372452844172,9.0
abtibista,110,83.6363636363636,0.9660882971323729,9.0
abtiento,144,92.36111111111109,1.4008798676765502,8.0
abtifislo,119,93.2773109243697,1.46431008201665,9.0
abtifista,98,94.89795918367349,1.5936234089995802,9.0
abtijación,120,96.6666666666667,1.77438191034496,10.0
abtijado,99,91.91919191919192,1.3722038089987298,8.0
abtijador,105,94.2857142857143,1.54171503327788,9.0
abtipado,89,93.25842696629209,1.46294238053877,8.0
abucación,123,78.8617886178862,0.791698348770066,9.0
abucador,101,75.2475247524752,0.6743339729794771,8.0
abucario,116,85.3448275862069,1.03606372558059,8.0
abudivar,98,95.9183673469388,1.69110721990192,8.0
abueneta,106,93.3962264150943,1.47298634801146,8.0
abuilar,98,88.7755102040816,1.19459603802579,7.0
abuir,106,81.13207547169809,0.8713100112548231,5.0
abujar,101,69.30693069306929,0.499080360990748,6.0
abulmado,136,81.6176470588235,0.8890604586320691,8.0
abunmado,101,93.06930693069309,1.4493935003719198,8.0
aburatoria,118,91.52542372881359,1.34757035678537,10.0
aburtamiento,125,66.4,0.418912611255589,12.0
abustado,146,66.4383561643836,0.41995196074316904,8.0
abustero,125,66.4,0.418912611255589,8.0
abustizo,106,83.0188679245283,0.941934032077051,8.0
abusto,157,70.7006369426752,0.538651436889963,6.0
abutarra,115,78.2608695652174,0.7714592242110379,8.0
abuverar,93,92.47311827956992,1.4083337781905703,8.0
abuvero,96,91.6666666666667,1.35631174533525,7.0
abuveta,122,96.72131147540979,1.78096583174225,7.0
abuza,124,75.0,0.6666433063863061,5.0
abuzar,141,60.28368794326239,0.25803100497326004,6.0
abuzeread,101,98.019801980198,1.96678570924846,9.0
abvea,122,96.72131147540979,1.78096583174225,5.0
ábveo,100,90.0,1.2590839804270701,5.0
abvirable,105,95.23809523809521,1.62442228428857,9.0
abviración,90,92.2222222222222,1.39174377939633,10.0
abvirado,81,83.95061728395059,0.978599760293083,8.0
abvirador,106,94.3396226415094,1.54612048767054,9.0
abvisible,109,84.4036697247707,0.996911767168479,9.0
acaado,102,100.0,2.5758293035489,6.0
acaberar,124,89.51612903225809,1.23298691749627,8.0
acácco,107,98.13084112149531,1.98621599288865,6.0
acacepo,115,91.304347826087,1.33409137227955,7.0
acacerar,113,76.1061946902655,0.701329600301446,8.0
acacerón,153,84.9673202614379,1.0201716534782501,8.0
acacerun,155,93.54838709677419,1.48425254187008,8.0
acachansa,125,90.4,1.28132367642932,9.0
acachanza,118,88.13559322033899,1.16278867225525,9.0
acaciniodor,117,95.7264957264957,1.67153837909781,11.0
acacko,107,97.196261682243,1.84173433902285,6.0
acactar,113,81.4159292035398,0.8816527834920551,7.0
acactrejar,147,95.9183673469388,1.69110721990192,10.0
acadado,149,81.8791946308725,0.898738534790239,7.0
acadafimanmo,128,96.875,1.7999090527558002,12.0
acadedicisme,91,97.8021978021978,1.9307297364727198,12.0
academitud,99,77.7777777777778,0.7554150263604692,10.0
academosse,113,97.34513274336278,1.8622605612707201,10.0
acadenio,102,89.21568627450979,1.21719663085238,8.0
acadesio,88,86.3636363636364,1.08031934081496,8.0
acadiado,114,83.3333333333333,0.9541652531461949,8.0
acadiedo,112,89.2857142857143,1.22084989817065,8.0
acadiedor,104,97.1153846153846,1.8309005742985702,9.0
acaffar,100,97.0,1.81580689009922,7.0
acáfrico,119,87.39495798319331,1.12738477837402,8.0
acaitunecho,100,92.0,1.37736314971053,11.0
acaitunul,129,99.22480620155041,2.23604479240977,9.0
acajar,74,67.56756756756761,0.45076051495188707,6.0
acajerar,118,84.7457627118644,1.01096350287791,8.0
acajillar,88,79.5454545454545,0.8151263327011551,9.0
acajo,94,87.23404255319151,1.1198775238403997,5.0
acajugle,122,95.0819672131148,1.61009531747127,8.0
acajutre,112,94.6428571428571,1.5714789998654801,8.0
acaltrado,127,77.9527559055118,0.761203659065595,9.0
acameñar,121,84.297520661157,0.9925914545289091,8.0
acamepar,126,96.82539682539681,1.7937245623189801,8.0
acamio,118,87.28813559322029,1.12239409222423,6.0
acámislo,104,88.46153846153851,1.17884089055755,8.0
acampafar,105,95.23809523809521,1.62442228428857,9.0
acampafo,120,93.3333333333333,1.4683837982456598,8.0
acampapo,99,93.9393939393939,1.51410188761928,8.0
acán,98,90.8163265306122,1.30516480790508,4.0
acanchado,118,65.2542372881356,0.388067473618543,9.0
acanción,123,98.3739837398374,2.0315905719041,8.0
acancora,108,87.962962962963,1.1544070325203202,8.0
acancorio,116,91.3793103448276,1.33863460400228,9.0
acandar,148,83.1081081081081,0.945390678277905,7.0
acander,116,93.9655172413793,1.51614473543618,7.0
acangado,139,89.92805755395679,1.2551495922669198,8.0
acánhico,111,93.69369369369369,1.4951899913388798,8.0
acanona,92,95.6521739130435,1.66412747998681,7.0
acanoso,103,86.4077669902913,1.0822843144515601,7.0
acansado,93,89.247311827957,1.21884447925758,8.0
acansanza,123,94.3089430894309,1.54360964590664,9.0
acansión,118,94.06779661016951,1.5242045286317099,8.0
acantánie,117,95.7264957264957,1.67153837909781,9.0
acantolópalo,85,81.17647058823529,0.8729214710056078,12.0
acapipco,93,96.77419354838709,1.7874117263126499,8.0
acapírco,127,88.97637795275591,1.20483315850045,8.0
acáprico,112,84.8214285714286,1.0140985826503601,8.0
acaquible,116,89.65517241379308,1.24039971545695,9.0
acar,115,86.0869565217391,1.0680936701578498,4.0
acaralilor,120,97.5,1.8844805743060402,10.0
acarcogar,116,94.8275862068966,1.58743661039685,9.0
acarenar,108,79.62962962962959,0.8180417759124541,8.0
acarrado,135,72.5925925925926,0.5937689388729319,8.0
acarsepar,117,94.017094017094,1.52019673223095,9.0
acartofáseno,87,94.2528735632184,1.53904584919028,12.0
acasba,111,94.5945945945946,1.5673751582087299,6.0
acasbar,124,94.35483870967741,1.5473694085398897,7.0
acasho,119,95.7983193277311,1.67878846582824,6.0
acasíleca,103,90.2912621359223,1.27521540634169,9.0
acasíleco,145,89.65517241379308,1.24039971545695,9.0
acasina,113,87.6106194690265,1.13754688953076,7.0
acasora,97,90.7216494845361,1.29967803919225,7.0
acaspasar,110,89.0909090909091,1.2107271327916,9.0
acaspo,105,86.6666666666667,1.09389735260344,6.0
acassismo,115,94.7826086956522,1.58351404583964,9.0
acastar,113,73.45132743362831,0.6193835478304859,7.0
acatalorco,139,95.68345323741009,1.66723530105821,10.0
acataróntico,140,88.57142857142858,1.18432177016905,12.0
acatia,106,84.9056603773585,1.01760034248805,6.0
acatio,126,88.88888888888891,1.2003588580308602,6.0
acatra,100,88.0,1.15619843457254,6.0
acatre,131,89.3129770992366,1.2222765780378,6.0
acatro,141,89.36170212765958,1.22483260381966,6.0
acaunable,143,87.41258741258741,1.1282111189593,9.0
acaunación,133,91.72932330827071,1.3602228983476103,10.0
acaunada,109,86.2385321100918,1.07477145309645,8.0
acaunado,101,83.1683168316832,0.947729209736515,8.0
acaunante,116,93.1034482758621,1.4518197741764598,9.0
acaune,122,91.80327868852459,1.3648662807324698,6.0
acaunista,89,94.38202247191009,1.54960665338545,9.0
acaurona,102,92.156862745098,1.38748435774728,8.0
acaybo,126,97.61904761904758,1.90221649578202,6.0
acaztable,121,97.5206611570248,1.88751635188655,9.0
acaztación,99,92.92929292929291,1.43953147093846,10.0
acaztivar,121,95.04132231404958,1.60641927694509,9.0
acbión,120,96.6666666666667,1.77438191034496,6.0
áccalí,131,96.18320610687022,1.7192298964859598,6.0
accamapanero,117,94.8717948717949,1.5913160722245,12.0
accamapaníro,129,98.4496124031008,2.0465969515585902,12.0
áccateca,108,95.37037037037041,1.6368267885519,8.0
áccatí,96,97.9166666666667,1.94938051253892,6.0
accentislo,92,93.4782608695652,1.47903696807313,10.0
accentista,133,79.6992481203008,0.820458308287558,10.0
acchiadora,132,98.4848484848485,2.05374891063182,10.0
acchiz,85,98.8235294117647,2.1285185013220302,6.0
acchofíaco,99,98.989898989899,2.17009037758456,10.0
accing,131,96.18320610687022,1.7192298964859598,6.0
accósic,126,98.4126984126984,2.0392150307773798,7.0
accraz,104,97.1153846153846,1.8309005742985702,6.0
accysic,120,99.1666666666667,2.2188049076416,7.0
acdenticio,93,89.247311827957,1.21884447925758,10.0
acdentismo,106,89.62264150943399,1.2386592976847701,10.0
acdentista,108,94.44444444444441,1.55477359459685,10.0
acderado,94,96.8085106382979,1.7916347719493602,8.0
acdersaria,94,96.8085106382979,1.7916347719493602,10.0
acdersario,110,99.0909090909091,2.19728637664105,10.0
acdertencia,126,95.23809523809521,1.62442228428857,11.0
acdertible,88,97.7272727272727,1.91887622621658,10.0
acdertido,144,95.8333333333333,1.6823551128879397,9.0
acebado,84,30.952380952381002,-0.491805083004807,7.0
acebáse,128,79.6875,0.8200501826510541,7.0
acebosa,105,73.3333333333333,0.615840188747972,7.0
acecado,77,67.53246753246749,0.449796553958037,7.0
acecarier,120,97.5,1.8844805743060402,9.0
aceceada,109,77.0642201834862,0.732065745220447,8.0
aceceado,127,71.6535433070866,0.566197039084202,8.0
acectronismo,103,85.4368932038835,1.03997930709932,12.0
acecuntado,138,79.7101449275362,0.8208369818053108,10.0
acedapo,86,88.3720930232558,1.17440571276031,7.0
acedbol,90,95.55555555555559,1.6546279023510801,7.0
acedero,97,52.5773195876289,0.0640014500990335,7.0
acedeur,144,96.5277777777778,1.7579853620678898,7.0
acedjol,130,97.69230769230771,1.91343562245305,7.0
acedno,138,91.304347826087,1.33409137227955,6.0
acedreto,147,89.7959183673469,1.24797335157053,8.0
aceetar,110,94.5454545454545,1.5632236468662801,7.0
acefatía,100,81.0,0.8665292374562751,8.0
acefosa,136,90.4411764705882,1.28364925911948,7.0
acefoso,115,79.1304347826087,0.8008518958676809,7.0
acefreto,102,95.0980392156863,1.6115549364849902,8.0
acefría,100,89.0,1.20604536271866,7.0
acegatía,137,91.970802919708,1.3754947824162298,8.0
acegno,100,92.0,1.37736314971053,6.0
acejar,110,60.0,0.25075957188291603,6.0
acejo,86,59.302325581395394,0.23293232954452697,5.0
acejoso,56,64.28571428571429,0.36227992651402396,7.0
aceksidad,129,96.8992248062015,1.8029545755994698,9.0
acelelémecho,128,96.875,1.7999090527558002,12.0
acelerachué,104,98.07692307692308,1.97668786724428,11.0
acelfero,126,87.30158730158729,1.12302101008149,8.0
acellado,113,75.22123893805309,0.673515377568877,8.0
acellear,107,87.8504672897196,1.1489884393971002,8.0
acelleto,86,93.0232558139535,1.44613430710783,8.0
acemalatura,97,95.8762886597938,1.6867601310062,11.0
acémate,117,90.59829059829059,1.29258726595613,7.0
acencil,125,84.0,0.9805797993530341,7.0
acenco,127,85.0393700787402,1.02318481234942,6.0
acendáin,123,96.7479674796748,1.78420571567274,8.0
acendar,81,56.790123456790106,0.16930651013928902,7.0
acending,112,96.42857142857142,1.74655657297093,8.0
acenear,133,89.4736842105263,1.23073751396977,7.0
aceneo,114,85.08771929824559,1.02521201995019,6.0
acéngeno,130,86.1538461538462,1.0710346584816701,8.0
acéngico,107,84.11214953271029,0.9850908666667241,8.0
acenidiro,114,89.4736842105263,1.23073751396977,9.0
aceniziro,109,95.4128440366973,1.6408638137967801,9.0
acenle,127,95.27559055118108,1.6279131292719298,6.0
acense,121,84.297520661157,0.9925914545289091,6.0
acenstelar,106,93.3962264150943,1.47298634801146,10.0
acensyan,123,98.3739837398374,2.0315905719041,8.0
acensyas,112,100.0,2.5758293035489,8.0
acentáin,101,98.019801980198,1.96678570924846,8.0
acente,106,78.30188679245279,0.772830599477389,6.0
acentorción,116,93.1034482758621,1.4518197741764598,11.0
acentordo,129,95.34883720930229,1.63479026012227,9.0
acéntota,137,82.4817518248175,0.9213622824793429,8.0
acenza,121,87.603305785124,1.1372003386123501,6.0
acenzio,102,88.2352941176471,1.1676668424864098,7.0
acépata,105,82.8571428571429,0.9356982509272891,7.0
acepiem,110,95.4545454545455,1.64485362695147,7.0
acepreto,83,92.77108433734942,1.42855376823683,8.0
acequerro,122,86.8852459016393,1.1038179167712399,9.0
aceradora,49,28.571428571428598,-0.5596557274844821,9.0
aceramiento,64,23.4375,-0.715884775351265,11.0
acerbeno,111,84.68468468468471,1.00844007300362,8.0
acereada,71,63.3802816901408,0.33838852211942705,8.0
acereado,50,66.0,0.408100354209859,8.0
aceriatizo,134,91.7910447761194,1.3640961274616399,10.0
acermo,122,76.2295081967213,0.705248284557836,6.0
acermor,95,89.4736842105263,1.23073751396977,7.0
acerno,127,77.9527559055118,0.761203659065595,6.0
acerpyán,109,95.4128440366973,1.6408638137967801,8.0
acerpyoz,128,96.875,1.7999090527558002,8.0
acertigo,107,68.2242990654206,0.46887515164947396,8.0
acertizo,65,63.0769230769231,0.33042755593301504,8.0
acérveno,125,80.0,0.830953320559838,8.0
acérvico,72,44.4444444444444,-0.138304207961405,8.0
acescinado,101,87.12871287128709,1.11499751842153,10.0
acestélico,111,74.7747747747748,0.659679601785723,10.0
acestofáseno,126,89.68253968253971,1.2418667918433202,12.0
acetaphar,105,97.1428571428571,1.83455650299486,9.0
acetarpar,91,92.30769230769229,1.39735217810078,9.0
acetavo,90,86.6666666666667,1.09389735260344,7.0
acetia,109,84.4036697247707,0.996911767168479,6.0
acetirbálina,137,92.70072992700729,1.42372688678206,12.0
acetivo,102,79.4117647058823,0.8105101065139059,7.0
acettico,124,88.7096774193548,1.19126801251994,8.0
acevado,129,51.162790697674396,0.0288593774860785,7.0
aceyrar,126,98.4126984126984,2.0392150307773798,7.0
acezamiento,91,80.2197802197802,0.838680984814965,11.0
acezbero,121,96.6942148760331,1.77769144537911,8.0
acezcatura,123,94.3089430894309,1.54360964590664,10.0
acezconchado,102,93.13725490196079,1.4542307118363402,12.0
acézono,109,90.8256880733945,1.3057094704656,7.0
aceztico,103,90.2912621359223,1.27521540634169,8.0
achabida,111,94.5945945945946,1.5673751582087299,8.0
achaboca,123,94.3089430894309,1.54360964590664,8.0
achacarnas,112,86.6071428571429,1.09121435817609,10.0
achacatas,82,89.0243902439024,1.207298850612,9.0
achacego,116,92.2413793103448,1.3929970271741101,8.0
achaciable,92,84.7826086956522,1.01248890733201,10.0
achaciación,95,94.7368421052632,1.5795475176863998,11.0
achaciador,120,94.1666666666667,1.5320909203943702,10.0
achacyn,122,96.72131147540979,1.78096583174225,7.0
achadida,129,93.79844961240309,1.5031875090011697,8.0
achadido,109,92.66055045871559,1.42098506638278,8.0
achafida,109,94.49541284403671,1.55902346837522,8.0
achagación,113,93.8053097345133,1.50371460413793,10.0
achagada,103,81.55339805825241,0.886695766113415,8.0
achagado,96,84.375,0.995743065027654,8.0
achagador,98,75.5102040816327,0.6825393665487729,9.0
achajación,102,95.0980392156863,1.6115549364849902,10.0
achajado,62,69.3548387096774,0.5004273582731971,8.0
achajante,105,84.76190476190479,1.01163148557574,9.0
achajida,109,89.90825688073392,1.25407013662614,8.0
achajiedor,117,96.5811965811966,1.7642356812606599,10.0
achajoca,116,95.6896551724138,1.66785342358603,8.0
achamo,124,94.35483870967741,1.5473694085398897,6.0
acháncesar,139,97.12230215827341,1.83181882735869,10.0
achande,118,94.9152542372881,1.5951532678709999,7.0
achanura,117,88.88888888888891,1.2003588580308602,8.0
achaor,106,94.3396226415094,1.54612048767054,6.0
achapio,146,90.41095890410959,1.2819419412604398,7.0
acharislo,116,98.2758620689655,2.0127785540725,9.0
achasador,128,89.0625,1.20926123170915,9.0
achasigo,138,97.8260869565217,1.93456679303745,8.0
achasijo,115,96.5217391304348,1.7572831100507802,8.0
